/wiki/Transcript:The_Boy_in_the_Iceberg
Aang,"Guess I'll go back home and look for the airbenders.  Wow, I haven't cleaned my room in a hundred years. Not looking forward to that.  It was nice meeting everyone."
Sokka,"Let's see your bison fly now, air boy."
Aang,"Come on Appa, you can do it. Yip-yip!"
Sokka,"Yeah, I thought so!"
Southern Water Tribe girl,"Ahhh!  Aang, don't go! I'll miss you!"
Aang,"I'll miss you, too.  Come on, boy."
Kanna,"Katara, you'll feel better after you-"
Katara,You happy now?  There goes my one chance at becoming a waterbender!
Sokka,"All right, ready our defenses! The Fire Nation could be on our shores any moment now!"
Southern Water Tribe boy,But I gotta ...
Sokka,And no potty breaks!
Aang,"Yeah, I liked her too.  The village!  Appa, wait here."
Sokka,Oh man!
Sokka,Oh maaan ...
Katara,"Sokka, get out of the way!"
Zuko,Where are you hiding him?
Zuko,"He'd be about this age, master of all elements?"
Zuko,I know you're hiding him!
Village boy,Show no fear!
Aang,"Hey, Katara. Hey, Sokka."
Sokka,"Hi, Aang. Thanks for coming."
Aang,Looking for me?
Zuko,You're the airbender? You're the Avatar?
Katara,Aang?
Sokka,No way!
Zuko,"I've spent years preparing for this encounter. Training, meditating.  You're just a child!"
Aang,"Well, you're just a teenager."
Aang,"If I go with you,  will you promise to leave everyone alone?"
Katara,"No! Aang, don't do this!"
Aang,"Don't worry, Katara. It'll be okay.  Take care of Appa for me until I get back."
Zuko,Head a course for the Fire Nation. I'm going home.
Katara,"We have to go after that ship, Sokka. Aang saved our tribe, now we have to save him."
Sokka,"Katara, I --"
Katara,"Why can't you realize that he's on our side?  If we don't help him, no one will. I know you don't like Aang, but we owe him and --"
Sokka,"Katara!  Are you gonna talk all day, or are you comin' with me?"
Katara,Sokka!
Sokka,"Get in, we're going to save your boyfriend."
Katara,He's not my --
Sokka,Whatever.
Kanna,What do you two think you're doing?
Kanna,"You'll need these.  You have a long journey ahead of you.  It's been so long since I've had hope, but you brought it back to life, my little waterbender.  And you, my brave warrior, be nice to your sister."
Sokka,"Yeah, okay Gran."
Kanna,Aang is the Avatar. He's the world's only chance. You both found him for a reason. Now your destinies are intertwined with his.
Katara,There's no way we're going to catch a warship with a canoe.
Katara,Appa!
Sokka,"You just looove taking me out of my comfort zone, don't you?"
Zuko,"This staff will make an excellent gift for my father.  I suppose you wouldn't know of fathers, being raised by monks.  Take the Avatar to the prison hold  and take this to my quarters."
Iroh,"Hey, you mind taking this to his quarters for me?"
Aang,"So, I guess you've never fought an airbender before. I bet I could take you both with my hands tied behind my back."
Firebender,Silence.
Firebender,The Avatar has escaped!
Sokka,Go. Fly.  Soar.
Katara,"Please, Appa. We need your help. Aang needs your help."
Sokka,Up. Ascend. Elevate.
Katara,"Sokka doesn't believe you can fly, but I do, Appa.  Come on, don't you want to save Aang?"
Sokka,What was it that kid said? Yee-haw? Hup-hup? Wah-hoo? Uh ... Yip-yip?
Katara,"You did it, Sokka!"
Sokka,"He's flying! He's flying! Katara, he's -"
Sokka,"I mean, big deal. He's flying."
Aang,"You haven't seen my staff around, have you?"
Aang,Thanks anyway!
Aang,Sorry!
Aang,My staff!
Zuko,Looks like I underestimated you.
Zuko,What is that?
Aang,Appa!
Katara,Aang! No!
Katara,Aang! Aang! Aang!
Katara,Did you see what he just did?!
Sokka,Now that was some waterbending!
Katara,Aang! Are you okay?
Aang,"Hey, Katara. Hey, Sokka. Thanks for coming."
Sokka,"Well, I couldn't let you have all the glory."
Aang,I dropped my staff.
Sokka,Got it!
Sokka,Ha! That's from the Water Tribe!
Sokka,Katara!
Katara,"Hurry up, Sokka!"
Sokka,"I'm just a guy, with a boomerang.  I didn't ask for all this flying and magic!  Yip-yip! Yip-yip!"
Iroh,Duh? Huh?
Zuko,Shoot them down!
Iroh,Good news for the Fire Lord. The Fire Nation's greatest threat is just a little kid.
Zuko,"That kid, Uncle, just did this.  I won't underestimate him again.  Dig the ship out and follow them!"
Zuko,As soon as you're done with that.
Katara,How did you do that?! With the water? It was the most amazing thing I've ever seen!
Aang,I don't know. I just sort of ... did it.
Katara,Why didn't you tell us you were the Avatar?
Aang,Because ...  I never wanted to be.
Katara,"But Aang, the world's been waiting for the Avatar to return and finally put an end to this war."
Aang,And how am I going to do that?
Katara,"According to legend, you need to first master water, then earth, then fire, right?"
Aang,That's what the monks told me.
Katara,"Well, if we go to the North Pole, you can master waterbending!"
Aang,We can learn it together!
Katara,"And Sokka, I'm sure you'll get to knock some firebender heads on the way."
Sokka,I'd like that. I'd reeally like that.
Katara,Then we're in this together!
Aang,"All right, but before I learn waterbending, we have some serious business to attend to.  Here, here and here."
Katara,What's there?
Aang,"Here, we'll ride the hopping llamas.  Then waaay over here, we'll surf on the backs of giant koi fish.  Then back over here, we'll ride the hog monkeys.  They don't like people riding them, but that's what makes it fun!"
/wiki/Transcript:The_Southern_Air_Temple
Aang,"Wait 'till you see it, Katara! The Air Temple is one of the most beautiful places in the world!"
Katara,"Aang, I know you're excited,  but it's been a hundred years since you've been home."
Aang,That's why I'm so excited!
Katara,It's just that ... a lot can change in all that time.
Aang,"I know, but I need to see it for myself."
Aang,"Wake up Sokka! Air Temple, here we come!"
Sokka,Uggh! Sleep now. Temple later.
Aang,Sokka! Wake up!  There's a prickle snake in your sleeping bag!
Sokka,Ahh!  Get it off! Get it off!  Ahh!
Aang,Great! You're awake! Let's go!
Zuko,"Uncle, I want the repairs made as quickly as possible. I don't want to stay too long and risk losing his trail."
Iroh,You mean the Avatar?
Zuko,"Don't mention his name on these docks!  Once word gets out that he's alive, every firebender will be out looking for him, and I don't want anyone getting in the way!"
Zhao,"Getting in the way of what,  Prince Zuko?"
Zuko,Captain Zhao.
Zhao,It's commander now. And  General Iroh. Great hero of our nation.
Iroh,Retired general.
Zhao,The Fire Lord's brother and son are welcome guests anytime. What brings you to my harbor?
Iroh,Our ship is being repaired.
Zhao,That's quite a bit of damage.
Zuko,Yes.  You wouldn't believe what happened.  Uncle! Tell Commander Zhao what happened.
Iroh,Yes. I will do that.  It was incredible!  What? Did we crash or something?
Zuko,Yes! Right into ... an Earth Kingdom ship!
Zhao,Really? You must regale me with all of the thrilling details.  Join me for a drink?
Zuko,"Sorry, but we have to go."
Iroh,"Prince Zuko, show Commander Zhao your respect.  We would be honored to join you. Do you have any ginseng tea? It's my favorite."
Sokka,"Hey, stomach? Be quiet, all right? I'm trying to find us some food."
Sokka,Hey! Who ate all of my blubbered seal jerky?!
Aang,Oh. That was food?  I used it to start the campfire last night.  Sorry.
Sokka,You what?!  No wonder the flames smelled so good.
Aang,The Patola Mountain range! We're almost there!
Katara,"Aang, before we get to the temple, I want to talk to you about the airbenders."
Aang,What about 'em?
Katara,"Well, I just want you to be prepared for what you might see. The Fire Nation is ruthless.  They killed my mother, and they could have done the same to your people."
Aang,"Just because no one has seen an airbender, doesn't mean the Fire Nation killed them all. They probably escaped!"
Katara,I know it's hard to accept.
Aang,"You don't understand, Katara. The only way to get to an airbender temple is on a flying bison, and I doubt the Fire Nation has any flying bison!  Right, Appa?"
Aang,Yip yip!
Aang,There it is. The Southern Air Temple.
Katara,"Aang, it's amazing!"
Aang,"We're home, buddy! We're home."
Zhao,"... And by the year's end, the Earth Kingdom capital will be under our rule.  The Fire Lord will finally claim victory in this war."
Zuko,"If my father thinks the rest of the world will follow him willingly, then he is a fool!"
Zhao,"Two years at sea have done little to temper your tongue. So, how is your search for the Avatar going?"
Iroh,"Eh.. My fault, entirely."
Zuko,We haven't found him yet.
Zhao,Did you really expect to? The Avatar died a hundred years ago.  Along with the rest of the airbenders.  Unless you have found some evidence that the Avatar is alive?
Zuko,No.  Nothing.
Zhao,"Prince Zuko, the Avatar is the only one who can stop the Fire Nation from winning this war.  If you have an ounce of loyalty left, you'll tell me what you found."
Zuko,"I haven't found  anything.  It's like you said. The Avatar probably died a long time ago.  Come on, Uncle, we're going."
Soldier,"Commander Zhao, we interrogated the crew as you instructed. They confirmed Prince Zuko had the Avatar in custody,  but let him escape."
Zhao,"Now remind me,  how, exactly, was your ship damaged?"
Sokka,So where do I get something to eat?
Katara,"You're lucky enough to be one of the first outsiders to ever visit an airbender temple, and all you can think about is food?"
Sokka,"I'm just a simple guy, with simple needs."
Aang,"So that's where my friends and I would play airball,  and over there  is where the bison would sleep, and ..."
Katara,What's wrong?
Aang,This place used to be full of monks and lemurs and bison. Now there's just a bunch of weeds.  I can't believe how much things have changed.
Sokka,"So uh, this airball game. How do you play?"
Aang,"Aang, seven!  Sokka, zero!"
Sokka,"Making him feel better is putting me in a world of hurt.  Katara, check this out."
Katara,Fire Nation.
Sokka,We should tell him.
Katara,Aang! There's something you need to see.
Aang,Okay!
Aang,What is it?
Katara,Uh ... Just a new waterbending move I learned.
Aang,"Nice one! But enough practicing,  we have a whole temple to see!"
Sokka,"You know, you can't protect him forever."
Sokka,"Katara, firebenders were here. You can't pretend they weren't."
Katara,"I can for Aang's sake. If he finds out that the Fire Nation invaded his home, he'll be devastated."
Aang,Hey guys!  I want you to meet somebody!
Sokka,Who's that?
Aang,Monk Gyatso! The greatest airbender in the world.  He taught me everything I know.
Gyatso,"But the true secret, is in the gooey center."
Aang,Hmm ...
Gyatso,"My ancient cake-making technique isn't the only thing on your mind, is it, Aang?"
Aang,"This whole Avatar thing, m-maybe the monks made a mistake."
Gyatso,"The only mistake they made was telling you before you turned sixteen, but we can't concern ourselves with what was. We must act on what is."
Aang,But Gyatso? How do I know if I'm ready for this?
Gyatso,"Your questions will be answered when you're old enough to enter the air temple sanctuary. Inside, you will meet someone who will guide you on your journey."
Aang,Who is it?
Gyatso,"When you are ready, he will reveal himself to you.  Now, are you going to help me with these cakes,  or not?"
Aang,All right.
Gyatso,One.  Two. Three!
Gyatso,"Your aim has improved greatly,  my young pupil."
Katara,You must miss him.
Aang,Yeah.
Katara,Where are you going?
Aang,The air temple sanctuary. There's someone I'm ready to meet.
Katara,"But Aang, no one could have survived in there for a hundred years."
Aang,It's not impossible.  I survived in the iceberg for that long.
Katara,Good point.
Aang,"Katara, whoever's in there might help figure out this Avatar thing!"
Sokka,And whoever's in there might have  a medley of delicious  cured meats!
Sokka,I don't suppose you have a key?
Aang,"The key, Sokka, is airbending."
Aang,Hello?  Anyone home?
Zhao,So a twelve-year-old boy bested you and your firebenders.  You're more pathetic than I thought.
Zuko,"I underestimated him once, but it will not happen again!"
Zhao,"No, it will not. Because you won't have a second chance."
Zuko,"Commander Zhao,  I've been hunting the Avatar for two years and I -"
Zhao,And you failed!  Capturing the Avatar is too important to leave in a teenager's hands. He's mine now.
Zhao,Keep them here.
Iroh,"More tea, please."
Sokka,Statues? That's it? Where's the meat?
Katara,Who are all these people?
Aang,I'm not sure.  But it feels like I know them somehow. Look!  That one's an airbender.
Katara,"And this one's a waterbender.  They're lined up in a pattern:  air, water, earth and fire."
Aang,That's the Avatar Cycle.
Katara,"Of course. They're Avatars. All these people are your past lives, Aang."
Aang,Wow! There are so many!
Sokka,"Past lives?  Katara, you really believe in that stuff?"
Katara,"It's true.  When the Avatar dies, he's reincarnated into the next nation in the cycle."
Katara,Aang! Snap out of it!
Aang,Huh?
Katara,Who is that?
Aang,That's Avatar Roku. The Avatar before me.
Sokka,You were a firebender? No wonder I didn't trust you when we first met.
Katara,There's no writing. How do you know his name?
Aang,I'm not sure. I just know it somehow.
Sokka,You just couldn't get any weirder.
Sokka,Firebender. Nobody make a sound.
Katara,You're making a sound!
Aang and Sokka,Shhhh!
Sokka,That firebender won't know what hit him.
Aang,Lemur!
Sokka,Dinner!
Aang,Don't listen to him. You're going to be my new pet.
Sokka,Not if I get him first!
Aang,Wait! Come back!
Sokka,I want to eat you!
Sokka,Hey! No fair!
Zhao,"My search party is ready. Once I'm out to sea,  my guards will escort you back to your ship and  you'll be free to go."
Zuko,Why? Are you worried I'm going to try and stop you?
Zhao,You? Stop me? Impossible.
Zuko,Don't underestimate me Zhao! I will capture the Avatar before you!
Iroh,"Prince Zuko, that's enough."
Zhao,"You can't compete with me. I have hundreds of war ships under my command and you? You're just a banished prince. No home, no allies. Your own father doesn't even want you."
Zuko,"You're wrong! Once I deliver the Avatar to my father he will welcome me home with honor, and restore my rightful place on the throne!"
Zhao,"If your father really wanted you home, he would have let you return by now, Avatar or no Avatar. But in his eyes you are a failure and a disgrace to the Fire Nation."
Zuko,That's not true.
Zhao,You have the scar to prove it.
Zuko,Maybe you'd like one to match!
Zhao,Is that a challenge?
Zuko,An Agni Kai. At sunset.
Zhao,Very well.  It's a shame your father won't be here to watch me humiliate you.  I guess your uncle will do.
Iroh,"Prince Zuko, have you forgotten what happened last time you dueled a master?"
Zuko,I will never forget.
Aang,Hey! Come back!  Come on out little lemur! That hungry guy won't bother you anymore.
Aang,Firebenders? They were here?
Aang,Gyatso.
Sokka,"Hey, Aang! You find my dinner yet?  Aang, I wasn't really going to eat the lemur, okay?  Oh, man.  Come on, Aang. Everything will be all right. Let's get out of here."
Katara,Aang!
Fire Sage,Send word to the Fire Lord immediately! The Avatar has returned!
Sokka,Aang! Come on! Snap out of it!
Sokka,Aaaaahh!
Katara,What happened?
Sokka,He found out firebenders killed Gyatso!
Katara,Oh no! It's his Avatar Spirit!  He must have triggered it! I'm going to try and calm him down!
Sokka,"Well, do it! Before he blows us off the mountain!"
Iroh,"Remember your firebending basics,  Prince Zuko. They are your greatest weapons."
Zuko,I refuse to let him win.
Zhao,This will be over quickly.
Iroh,"Basics, Zuko!  Break his root!"
Zhao,Do it!
Zhao,That's it? Your father raised a coward.
Zuko,"Next time you get in my way, I promise, I won't hold back."
Iroh,"No, Prince Zuko. Do not taint your victory.  So this is how the great Commander Zhao acts in defeat?  Disgraceful.  Even in exile, my nephew is more honorable than you.  Thanks again for the tea. It was delicious."
Zuko,"Did you really mean that, Uncle?"
Iroh,Of course. I told you ginseng tea is my favorite.
Katara,"Aang! I know you're upset and I know how hard it is to lose the people you love. I went through the same thing when I lost my mom.  Monk Gyatso and the other airbenders may be gone,  but you still have a family. Sokka and I!  We're your family now!"
Sokka,Katara and I aren't going to let anything happen to you. Promise.
Aang,I'm sorry.
Katara,It's okay. It wasn't your fault.
Aang,"But you were right. And if the firebenders found this temple, that means they found the other ones, too.  I really am the last airbender."
Katara,Everything's packed. You ready to go?
Aang,How is Roku supposed to help me if I can't talk to him?
Katara,Maybe you'll find a way.
Aang,Looks like you made a new friend Sokka!
Sokka,Can't talk! Must eat!
Aang,"Hey, little guy!"
Aang,"You, me and Appa;  we're all that's left of this place.  We have to stick together. Katara, Sokka,  say hello to the newest member of our family."
Katara,What are you going to name him?
Aang,Momo.
/wiki/Transcript:The_Warriors_of_Kyoshi
Zuko,"The only reason you should be interrupting me, is if you have news about the Avatar."
Iroh,"Well, there is news, Prince Zuko, but you might not like it. Don't get too upset."
Zuko,"Uncle, you taught me that keeping a level head is a sign of a great leader. Now, whatever you have to say, I'm sure I can take it."
Iroh,Okay then.  We have no idea where he is.
Zuko,What!?
Iroh,You really should open a window in here.
Zuko,Give me the map!
Iroh,"Well, there have been multiple sightings of the Avatar, but he is impossible to track down."
Zuko,"How am I going to find him, Uncle?  He is clearly a master of evasive maneuvering."
Sokka,"You have no idea where you're going, do you?"
Aang,Well ...  I know it's near water.
Sokka,I guess we're getting close then.
Aang,"Momo, marbles please.  Hey Katara, check out this airbending trick!"
Katara,"That's great, Aang."
Aang,You didn't even look.
Katara,That's great!
Aang,But I'm not doing it now.
Sokka,"Stop bugging her, airhead. You need to give girls space when they do their sewing."
Katara,What does me being a girl have to do with sewing?
Sokka,Simple. Girls are better at fixing pants than guys and guys are better at hunting and fighting and stuff like that.  It's just the natural order of things.
Katara,All done with your pants!  And look what a great job I did!
Sokka,"Wait! I was just kidding.  I can't wear these! Katara, please!"
Aang,"Relax, Sokka. Where we're going, you won't need any pants."
Sokka,We just made a pit stop yesterday. Shouldn't we get a little more flying done before we camp out?
Katara,"He's right. At this rate, we won't get to the North Pole until spring."
Aang,"But Appa's tired, aren't you boy?"
Aang,"I said, aren't you boy?"
Sokka,"Yeah, that was real convincing. Still, hard to argue with a ten-ton magical monster."
Aang,Look!
Aang,"That's why we're here.  Elephant koi, and I'm gonna ride it. Katara, you've got to watch me!"
Aang,Cold!
Aang,"Hahaha, hahaha!"
Katara,Whooh!
Katara,He looks pretty good out there.
Sokka,Are you kidding?  The fish is doing all the work.
Katara,"No, Appa. Don't eat that!"
Aang,Oh man ...
Sokka,There's something in the water!
Katara,What's wrong?
Sokka,Aang's in trouble. Aang!
Katara,Get out of there!
Sokka,"Get back here, Aang!"
Aang,Whaaaahh! Aaaah!
Aang,Whaaaahh!
Katara,What was that thing?
Aang,I don't know.
Sokka,"Well, let's not stick around to find out. Time to hit the road."
Sokka,"Or, we could stay a while."
Oyaji,You three have some explaining to do.
Suki,"And if you don't answer all our questions, we're throwing you back in the water with Unagi."
Sokka,"Show yourselves, cowards!"
Sokka,Who are you? Where are the men who ambushed us?
Suki,"There were no men. We ambushed you. Now tell us, who are you and what are you doing here?"
Sokka,"Wait a second,  there's no way that a bunch of girls took us down."
